itemID,Tongan Word,Dictionary Page,Number of Letters,Number of Phonemes,Number of Moras,Part of Speech,Meaning in English,Number of Participants,Reaction Time,Accuracy
3515,vilovilo‘i,171,10,10,5,verb, (v) to keep on twirling or spinning,29,594,0.79
3516,vinika,171,6,6,3,noun, (n) vinegar,24,711,0.92
3517,voliume,171,7,7,4,noun, (n) volume (book),24,493,0.96
3518,volu,171,4,4,2,verb," (v) to be bruised, to have a bruise",26,651,0.96
3519,‘a,172,2,2,1,preposition, (prep) untranslatable - usually introducing the object or subject of a verb,24,576,1.00
3520,‘ā,172,2,3,2,noun," (n) fence, wall; enclosure, pen",29,541,1.00
3521,ʻaaʻi,172,5,5,3,verb," (v) to fence, fence in",24,642,0.96
3522,ʻaefiafi,172,8,8,5,adverb, (adv) this afternoon (said at noon or in the morning),31,523,0.97
3523,ʻāfaki,172,6,7,4,verb," (v) to keep awake, to prevent from sleeping; to keep watch beside (a corpse) all night long; to prepare and light up (a native oven) immediately on waking",24,508,0.88
3524,ʻafē,172,4,5,3,adverb/inerrogative, (adv/interrog) when (future),24,494,0.92
3525,ʻAfilika,172,8,8,4,noun, (n) Africa,26,477,0.96
3526,ʻAfio,172,5,5,3,noun, (n) Majesty (ʻene ʻAfio - his/her Majesty),24,522,1.00
3527,ʻafio,172,5,5,3,verb," (v) (of king or queen) to sit, to be present, to live (swell, reside), or to look",29,520,1.00
3528,ʻafioʻanga,172,10,9,5,adjective/noun," (adj/n) regal for nofoʻanga place for sitting, seat; dwelling-place",24,533,1.00
3529,ʻafioʻi,172,7,7,4,verb, (v) regal for ʻilo to know,32,482,0.91
3530,ʻafu,172,4,4,2,adjective/verb," (adj/v) hot and steamy (of a native oven with food in it); of a person in a state of fever (hot, with moist skin); of the air (hot and humid, muggy, sultry); of a room (close, stuffy, or oppressively warm)",24,610,1.00
3531,ʻafua,172,5,5,3,verb, (v) to be fine ( not raining),24,551,0.88
3532,ʻafulunga,172,9,8,4,adjective/verb, (adj/v) for food to have a stale or mouldy smell,26,548,1.00
3533,‘afungi,172,7,6,3,adjective/verb," (adj/v) self-centred, self- important, proud, conceited, presumptuous; to be so preoccupied with one’s own doings, ideas, ability or importance, as to be heedless of others",24,742,0.96
3534,‘ahengihengi,172,12,10,5,adverb, (adv) very early tomorrow morning,29,466,1.00
3535,‘ahiohio,172,8,8,5,noun," (n) whirlwind, cyclone, waterspout or tornado",24,696,0.96
3536,‘ahi‘ahi,172,8,8,4,adverb," (adv) by way of trial or probation, experimentally, tentatively",32,540,1.00
3537,‘aho,172,4,4,2,verb, (v) to be day or daylight,24,470,1.00
3538,‘aho fakamanatu,172,14,14,7,noun, (n) day of remembrance,23,541,1.00
3539,‘aho fā‘ele‘i,172,12,13,7,noun, (n) birthday,25,581,0.96
3540,‘Ahofitu,172,8,8,4,adjective/noun, (adj/n) Seventh Day Adventist,24,552,0.96
3541,‘ahoia,172,6,6,4,verb, (v) to continue until day-break; to pass through a place at daybreak,29,475,0.97
3542,‘aho lotu,172,8,8,4,noun, (n) period extending from Christmas to the end of the prayer week (Meth.); saint’s day (Cath.),24,532,0.96
3543,‘aho mālōlō,172,10,13,8,noun, (n) holiday (resting day),32,515,1.00
3544,‘Aho Tau‘atāina,172,14,15,9,noun, (n) Emancipation Day,24,514,0.96
3545,‘aho‘aho,172,8,8,4,adjective/verb, (adj/v) (of the moon) to be very bright,24,568,1.00
3546,ʻaho ʻaloʻi,172,10,10,5,noun, (n) regal for birthday,26,675,0.77
3547,ʻahu,172,4,4,2,noun, (n) smoke; soot,24,494,1.00
3548,ʻahuina,173,7,7,4,verb," (v) to be enveloped, overpowered, damaged or hurt by smoke",29,497,0.93
3549,ʻai,173,3,3,2,noun, (n) kind of tree with edible almond-like fruit (Canarium harveyanum),24,547,0.92
3550,‘a ia,173,4,4,3,pronoun," (pron) he (or she), that, the one(s), that is to say, namely",32,543,0.88
3551,‘ai ai,173,5,5,4,expression," (exp) the fact is, the fact of the matter (or the trouble) is",24,777,1.00
3552,‘ai hake,173,7,7,4,verb," (v) to put up, to finish off, or to open up",24,753,0.83
3553,‘aihala‘i,173,9,9,5,verb," (v) to misapply, or to do in a wrong way",26,578,1.00
3554,‘aikona,173,7,7,4,verb, (v) to put or carry in one’s belt,23,585,0.96
3555,‘aisikilimi,173,11,11,6,noun, (n) ice-cream,24,710,0.92
3556,‘aisingisuka,173,12,11,6,noun, (n) icing sugar,32,597,1.00
3557,‘aitini,173,7,7,4,noun, (n) iodine,24,541,0.96
3558,‘aitoli,173,7,7,4,noun, (n) idol,24,501,0.96
3559,‘ai‘anga,173,8,7,4,noun," (n) place or thing in or on which anything is placed or kept; receptacle, container, shelf, case, tin, etc.",25,631,0.84
3560,‘aka,173,4,4,2,verb," (v) to kick; to pedal (a bicycle, etc.); to treadle, work the treadle of (a lathe, sewing-machine, etc.); (of a gun, etc.) to kick, recoil",24,660,1.00
3561,‘akafute,173,8,8,4,verb," (v) to kick, jerk or jump about convulsively",29,560,0.97
3562,‘akahi,173,6,6,3,verb, (v) to kick; pedal; treadle; recoil,24,518,1.00
3563,‘akapulu,173,8,8,4,noun/verb, (n/v) (to play) football,32,498,1.00
3564,‘akau,173,5,5,3,adjective," (adj) made of wood, wooden",23,479,0.96
3565,‘akau fua,173,8,8,5,noun," (n) fruit tree, fruiting tree or plant",24,523,1.00
3566,‘akau kai,173,8,8,5,noun," (n) plant or tree, any part of which is used as food",26,503,1.00
3567,‘akau matala,173,11,11,6,noun, (n) flowering plant or tree,24,730,1.00
3568,‘akau-tā,173,7,8,5,noun, (n) club (weapon); bow (of a violin),29,544,0.93
3569,‘akau-tā-pulu,173,11,12,7,noun, (n) golf-club,24,509,1.00
3570,‘akau-taumāta‘u,173,14,15,9,noun, (n) fishing-rod or pole,32,652,0.97
3571,‘akau totolo,173,11,11,6,noun," (n) creeping plant, creeper",24,537,0.96
3572,‘akauveli,173,9,9,5,noun, (n) kind of bush that has small leaves and bears clusters of small pods (Indigofera),24,555,0.96
3573,‘akau‘ia,173,8,8,5,adjective/verb," (adj/v) abounding in trees or plants, wooded",26,471,1.00
3574,‘aka‘aka,173,8,8,4,verb, (v) to kick repeatedly,24,698,0.88
3575,‘aki,173,4,4,2,preposition, (prep) with (referring to instrument or means),29,581,0.93
3576,‘ākilotoa,173,9,10,6,verb," (v) to surround with a fence, to fence in, to be fenced in",24,629,1.00
3577,‘ākitu‘a,173,8,9,5,verb, (v) to have the hands clasped behind the back (regarded by Tongans as discourteous),32,529,1.00
3578,‘ākolo‘i,173,8,9,5,verb, (v) to besiege,24,548,0.96
3579,‘alā,173,4,5,3,noun," (n) friend, dear (untranslatable expression of affection used only when addressing someone)",24,700,0.92
3580,‘alaha,173,6,6,3,noun/verb, (n/v) (to have a) strong but pleasant smell,26,610,0.92
3581,‘alelo,173,6,6,3,noun," (n) tongue (older form, still used occasionally, of ‘elelo,)",29,518,0.93
3582,ʻaleminiume,174,11,11,6,noun, (n) aluminium,24,569,1.00
3583,ʻalo,174,4,4,2,noun," (n) son (of a sovereign), regal for son",31,504,1.00
3584,ʻalofaki,174,8,8,4,verb, (v) to row or paddle (the person or thing carried in the boat),24,509,1.00
3585,ʻalofi,174,6,6,3,noun, (n) ceremonial kava ring,24,567,0.96
3586,ʻalomālie,174,9,10,6,noun/verb, (n/v) (to be) good or fine weather,26,527,0.96
3587,ʻalotāmaki,174,10,11,6,noun/verb, (n/v) (to be) bad or stormy weather,24,494,1.00
3588,ʻalovili,174,8,8,4,verb," (v) to be determined, to work or play with determination; (of work, etc.) to be done with determination",29,534,1.00
3589,ʻaloʻalo,174,8,8,4,verb," (v) to go for a row, to go out rowing",24,547,0.96
3590,ʻaloʻi,174,6,6,3,verb, (v) regal for to be born or to give birth (fanauʻi or fāʻeleʻi),32,491,0.97
3591,ʻaloʻofa,174,8,8,4,verb, (v) honorific or regal for to love (ʻofa ),24,483,0.92
3592,ʻalu,174,4,4,2,verb," (v) to go (of persons, etc., or of a road); (of orders or instructions) to be sent, be issued, go out; to go on to become, to become in course of time, to grow into",24,503,1.00
3593,ʻalu lalo,174,8,8,4,verb, (v) to walk or go on foot,26,528,0.96
3594,ʻalu mamaʻo,174,10,10,5,verb," (v) to go a long way, or to keep away (not come near)",24,531,1.00
3595,ʻalu ofi,174,7,7,4,verb, (v) go near to it; to relieve oneself,29,484,1.00
3596,ʻalu takai,174,9,9,5,verb," (v) to go round, or round and round, in a more or less circular path",24,631,1.00
3597,ʻaluʻaki,174,8,8,4,verb," (v) to go with, take with one, as a present for someone",32,558,1.00
3598,ʻaluʻalu-ʻi-mala-tau-ki-monū,174,23,24,13,verb, (v) to begin badly but end well,24,648,1.00
3599,‘alu‘alu-i-monū-tau-ki-mala,174,22,23,13,verb, (v) to begin well but end badly,24,582,0.96
3600,‘alu‘anga,174,9,8,4,noun, (n) road or course or route by which someone or something goes; conveyance,26,597,0.92
3601,‘alu‘i,174,6,6,3,verb," (v) (of a road or path) to be used, to be in use",24,533,0.92
3602,‘āmaka‘i,174,8,9,5,verb," (v) to provide with a stone wall, to surround with or enclose within a stone wall",29,564,0.93
3603,‘amanaki,174,8,8,4,noun, (n) expectation; hope,24,601,0.75
3604,‘amaua,174,6,6,4,pronoun," (pron) our, ours (dual)",32,679,0.72
3605,‘amautolu,174,9,9,5,pronoun," (pron) our, ours (plural)",24,634,0.92
3606,‘Amelika,174,8,8,4,noun, (n) America,24,583,0.92
3607,‘amio,174,5,5,3,adjective/verb," (adj/v) sticky, viscous, glutinous, gluey",26,675,0.92
3608,‘amipasitoa,174,11,11,6,noun, (n) ambassador,24,634,0.92
3609,‘ā mohe,174,6,7,4,verb," (v) to wake up, awake from sleep",29,625,0.79
3610,‘amoua,174,6,6,4,pronoun," (pron) your, yours (dual)",24,516,1.00
3611,‘amoutolu,174,9,9,5,pronoun," (pron) your, yours (plural)",31,530,1.00
3612,‘amui,174,5,5,3,adverb," (adv) later on, at some future time or date",24,563,1.00
3613,‘amusia,174,7,7,4,verb, (v) to be such as one naturally envies or congratulates or regards as fortunate,24,573,1.00
3614,‘ana,174,4,4,2,noun," (n) cave, cavern; den; cabin; hold or hatchway",26,573,0.96
3615,‘anai,174,5,5,3,adverb," (adv) shortly, presently, a little later on, later on today",24,560,0.96
3616,ʻanai ange,174,9,8,5,adverb, (adv) a little later on,29,711,1.00
3617,‘anaua,174,6,6,4,pronoun," (pron) their, theirs (dual)",24,565,0.92
3618,‘anautolu,174,9,9,5,pronoun," (pron) their, theirs (plural)",32,597,0.94
3619,‘aneafi,174,7,7,4,adverb, (adv) yesterday,24,595,0.96
3620,‘aneefiafi,174,10,10,6,adverb," (adv) this afternoon (if said at night), or yesterday afternoon (if said on the following morning)",24,622,1.00
3621,‘anefē,174,6,7,4,adverb, (adv) when (in the past),26,555,0.88
3622,‘anefe‘ia,174,9,9,5,interrogative, (interrog) when (emphatic form of prec.),24,679,0.96
3623,‘anehengihengi,174,14,12,6,adverb," (adv) very early this morning, at dawn (now past)",29,530,1.00
3624,ʻanehoʻatā,175,10,11,6,adverb, (adv) at noon today (said in the afternoon or evening),24,708,0.96
3625,ʻanenai,175,7,7,4,adverb," (adv) a short time age, earlier today; or earlier in the present speech or letter",31,641,0.87
3626,ʻanenai ange,175,11,10,6,adverb, (adv) a little earlier (today),24,642,1.00
3627,ʻanepō,175,6,7,4,adverb, (adv) last night,24,538,1.00
3628,‘aneuhu,175,7,7,4,adverb, (adv) this morning (now past),25,544,0.96
3629,‘anitema,175,8,8,4,noun, (n) anthem,24,514,1.00
3630,‘anuhi,175,6,6,3,verb," (v) to spit, spit on, spit out",28,572,0.86
3631,‘anga,175,5,4,2,noun, (n) shark,24,550,0.96
3632,‘āngata‘a,175,9,9,5,adjective/verb," (adj/v) waking up with difficulty, difficult to awaken",32,457,1.00
3633,‘anga‘anga,175,10,8,4,noun," (n) corpse, dead body of human being",24,757,1.00
3634,‘anga‘ia,175,8,7,4,adjective/verb, (adj/v) abounding in sharks,24,518,0.88
3635,‘angelo,175,7,6,3,noun, (n) angel,26,692,1.00
3636,‘ange‘ange,175,10,8,4,verb, (v) to be surpassed by,24,546,0.96
3637,‘āngofua,175,8,8,5,adjective/verb," (adj/v) waking up easily, easily awakened",29,501,0.90
3638,‘ao,175,3,3,2,noun, (n) cloud(s),24,531,0.96
3639,‘aofi,175,5,5,3,noun," (n) lining (of a house, garment, etc.)",32,541,0.97
3640,‘aofi nima,175,9,9,5,noun, (n) palm of the hand,23,588,0.96
3641,ʻaofi va‘e,175,9,9,5,noun, (n) sole of the foot,24,557,1.00
3642,ʻAokosi,175,7,7,4,noun, (n) August,26,597,0.85
3643,ʻaonga,175,6,5,3,adjective/verb," (adj/v) useful, of practical value; helpful, beneficial, effective, profitable, or worth while; requisite, needful, necessary",23,573,1.00
3644,ʻAositelēlia,175,12,13,8,noun, (n) Australia,29,731,0.93
3645,ʻaoʻaofia,175,9,9,6,verb," (v) to be cloudy, to be more or less covered with clouds",24,492,0.96
3646,ʻapasia,175,7,7,4,noun," (n) deep respect, reverence",32,464,1.00
3647,ʻapaʻapa,175,8,8,4,noun, (n) two men sitting next to the sovereign at a ceremonial kava-drinking ceremony and acting as joint masters of ceremonies,24,578,0.96
3648,ʻapē,175,4,5,3,adverb," (adv) perhaps, I guess, I suggest, or untranslatable (It expresses uncertainty, conjecture, or questioning)",24,657,1.00
3649,ʻāpele,175,6,7,4,noun, (n) apple,25,475,1.00
3650,ʻāpele Tonga,175,11,11,6,noun, (n) custard apple,24,571,1.00
3651,ʻāpele ʻInitia,175,13,14,8,noun, (n) sour-sop,29,556,0.97
3652,ʻapenitiki,175,10,10,5,noun," (n) vermiform appendix, appendix (of the body)",24,613,0.92
3653,ʻapi,175,4,4,2,noun," (n) allotment of ground; home; area of land, or enclosure, devoted to a particular purpose",31,504,0.97
3654,ʻapi popula,175,10,10,5,noun," (n) jail, prison",24,492,1.00
3655,ʻapisia,175,7,7,4,noun, (n) wedding or funeral celebrations (as the affair of a household),24,516,0.92
3656,ʻapitanga,175,9,8,4,noun, (n) camp,26,605,0.81
3657,ʻapō,175,4,5,3,adverb, (adv) tonight (said during the day),24,574,1.00
3658,ʻā-pō,175,4,6,4,noun," (n) wake, all-night watch kept beside a corpse",29,558,1.00
3659,ʻapongipongi,175,12,10,5,adverb, (adv) tomorrow,24,551,1.00
3660,ʻaposetolo,175,10,10,5,noun, (n) apostle,32,473,0.97
3661,ʻapulu,175,6,6,3,adjective/verb," (adj/v) (of earth or road) sticky; (of a sewing-machine, etc.) stiff, inclined to stick; (of work, etc.) not running smoothly",24,643,0.92
3662,‘asi,175,4,4,2,noun," (n) ass, donkey",24,649,1.00
3663,ʻāsili,175,6,7,4,verb," (v) to be all the greater, all the more, still greater, still more",25,776,0.80
3664,ʻāsinisini,175,10,11,6,adjective/verb," (adj/v) clear and bright (of liquids, air, sky, glass)",24,628,1.00
3665,ʻasingataʻa,175,11,10,5,adjective/verb, (adj/v) difficult to get through,29,547,1.00
3666,ʻasingofua,176,10,9,5,adjective/verb, (adj/v) easy to get through; (of a photographic film) sensitive to light,24,500,1.00
3667,ʻasipilini,176,10,10,5,noun, (n) aspirin,32,555,1.00
3668,ʻasipolō,176,8,9,5,noun, (n) Aspro,24,484,0.96
3669,ʻasiʻasi,176,8,8,4,verb," (v) to begin to emerge, or to emerge very slightly",24,521,0.96
3670,ʻata,176,4,4,2,noun," (n) shadow; reflection, image; picture",26,525,1.00
3671,ʻatā,176,4,5,3,noun," (n) space, room; clearing; air, atmosphere, space between earth and sky; freedom, etc.",24,656,1.00
3672,ʻātakai,176,7,8,5,verb," (v) to surround, encircle or enclose with a fence or wall",29,513,1.00
3673,‘ata-kovi,176,8,8,4,verb," (v) to be out of focus, badly focused",24,699,1.00
3674,‘Atalanitiki,176,12,12,6,noun, (n) Atlantic,32,488,1.00
3675,‘atalasa,176,8,8,4,noun, (n) atlas,24,539,0.92
3676,‘ata-lelei,176,9,9,5,noun," (n) to be in focus, properly focused",24,626,1.00
3677,‘atāloa,176,7,8,5,adjective/verb," (adj/v) (of a place, building, boat, etc.) to be quite empty, quite unoccupied",26,554,0.96
3678,‘atamai,176,7,7,4,adjective, (adj) intelligent,24,662,1.00
3679,‘atamai-fālahi,176,13,14,8,adjective/verb, (adj/v) broad-minded,29,587,1.00
3680,‘atamai-fāsi‘i ,176,13,14,8,adjective/verb, (adj/v) narrow-minded: small-minded,24,562,1.00
3681,‘atamai-fefeka,176,13,13,7,adjective/verb, (adj/v) dense (mentally),32,501,1.00
3682,‘atamai-fiefanongo,176,17,16,9,adjective/verb, (adj/v) open-minded; willing to listen,24,570,1.00
3683,‘atamai-lelei,176,12,12,7,adjective/verb," (adj/v) having a good intellect, or a sound mind",24,519,1.00
3684,‘atamai-maama,176,12,12,7,adjective/verb," (adj/v) habitually looking at the bright side of things, optimistic",26,618,1.00
3685,‘atamai-mālohi,176,13,14,8,adjective/verb, (adj/v) intellectually strong; strong-minded,24,554,0.96
3686,‘atamai-māsila,176,13,14,8,adjective/verb, (adj/v) sharp (mentally),29,817,1.00
3687,‘atamai-matala,176,13,13,7,adjective/verb," (adj/v) mentally alert, or clear-headed",24,597,1.00
3688,‘atamai-mūnoa,176,12,13,8,adjective/verb," (adj/v) silly, lacking in understanding or intelligence, simple, unsuspecting when one ought to suspect",32,520,0.91
3689,‘atamai-noa,176,10,10,6,adjective/verb," (adj/v) witless, senseless",24,522,1.00
3690,‘atamai-puke-me‘a,176,15,15,8,adjective/verb, (adj/v) quick at grasping or comprehending things,24,605,1.00
3691,‘atamai-totonu,176,13,13,7,adjective/verb," (adj/v) well-balanced (mentally), right-minded",26,610,0.96
3692,‘atamai-tuai,176,11,11,7,adjective/verb," (adj/v) slow at understanding, slow to grasp things (mentally), dense, dull",23,607,0.96
3693,‘atamai-vaivai,176,13,13,8,adjective/verb," (adj/v) of weak intellect, feeble-minded",29,556,0.97
3694,‘atamai-vale,176,11,11,6,adjective/verb," (adj/v) dull and more or less stupid, doltish",24,627,0.96
3695,‘atamai-vave,176,11,11,6,adjective/verb," (adj/v) quick at understanding, mentally keen",32,460,1.00
3696,‘atānoa,176,7,8,5,adjective/verb," (adj/v) (of a place, building, boat, etc.) to be more or less empty, to be only partly occupied, to have plenty of room for more; (of people) to be so few as to leave plenty of room for more, to be few and far between",24,554,0.96
3697,ʻataua,177,6,6,4,pronoun," (pron) our, ours (dual)",24,588,0.88
3698,ʻatautolu,177,9,9,5,pronoun," (pron) our, ours (plural)",26,574,0.96
3699,ʻataʻatā,177,8,9,5,adjective/verb," (adj/v) to be free, unencumbered, not busy, not engaged, not in debt; plain, mere pure, not mixed, combined, diluted or flavoured; (of shoes, garments) to be comfortably loose",24,854,0.75
3700,ʻate,177,4,4,2,noun, (n) liver,29,506,1.00
3701,ʻatepili,177,8,8,4,noun," (n) spleen, milt",24,548,1.00
3702,ʻateʻivaʻe,177,10,10,5,noun, (n) calf (of the leg),32,576,1.00
3703,ʻatimosifia,177,11,11,6,noun, (n) atmosphere,24,474,0.96
3704,ʻato,177,4,4,2,noun, (n) thatch; roof,24,630,1.00
3705,ʻātomi,177,6,7,4,noun, (n) atom,26,613,0.96
3706,ʻatu,177,4,4,2,noun, (n) the bonito,24,729,1.00
3707,ʻātunga,177,7,7,4,noun," (n) way, nature, what it leads to, result, outcome",29,547,0.97
3708,ʻau,177,3,3,2,noun," (n) current, stream",24,584,0.96
3709,ʻāua,177,4,5,4,interjection," (interj) indeed, to be sure",32,546,0.97
3710,ʻaufuatō,177,8,9,6,adjective/adverb," (adj/adv or v) whole-heartedly, devotedly; or to be whole-hearted, devoted",24,569,0.92
3711,‘auha,177,5,5,3,verb," (v) to perish, to come to ruin, to suffer destruction; or to become extinct",24,497,0.96
3712,‘auhani,177,7,7,4,verb, (v) to prune,26,538,1.00
3713,‘āuhē,177,5,7,5,noun," (n) wanderer, vagrant, vagabond",24,602,1.00
3714,‘auhia,177,6,6,4,verb, (v) to be washed away or carried along by a current,29,539,0.97
3715,‘aukai,177,6,6,4,verb," (v) to go without food, to fast",32,549,0.97
3716,‘aukava,177,7,7,4,noun, (n) fish-poison (of any kind),24,590,0.88
3717,‘aukolo,177,7,7,4,verb," (v) to rumble, etc.; to keep on going or coming in great numbers",24,736,0.79
3718,‘aunise,177,7,7,4,noun, (n) ounce,26,538,1.00
3719,ʻāunofo,177,7,8,5,verb," (v) to live (reside) temporarily, to sojourn",24,505,1.00
3720,ʻaunga,177,6,5,3,verb," (v) (of meat or a dead body) to putrefy, to be in a state of decomposition",29,637,1.00
3721,ʻaungalua,177,9,8,5,verb, (v) to be weak and exhausted (as the result of hunger),24,542,1.00
3722,ʻaupito,177,7,7,4,adverb," (adv) very, extremely, wholly, completely; altogether, to cease altogether; for good",32,551,0.97
3723,ʻauʻau,177,6,6,4,verb," (v) to husk, shell, pod or (of wheat) to thresh; (of beans) to string; (of fish) to bone",24,584,0.92
3724,ʻauʻuno,177,7,7,4,verb, (v) to scale(fish,24,521,1.00
3725,ʻā vahevahe,177,10,11,6,noun, (n) dividing fence (or wall); communion rail,26,625,0.96
3726,ʻavalisi,177,8,8,4,noun, (n) average,24,632,1.00
3727,ʻave,177,4,4,2,verb," (v) to take, remove, take away, or convey; to send or send away",29,482,1.00
3728,ʻāvea,177,5,6,4,verb," (v) to be spirited away; (of the mind) to be carried away, distracted",23,598,0.96
3729,ʻavehalaʻi,177,10,10,5,verb," (v) to take or send to the wrong place, or to take or send away wrongfully or by mistake; to misrepresent or misinterpret",32,503,0.94
3730,‘āvoka,177,6,7,4,noun, (n) avocado,24,537,1.00
3731,‘ā‘ā,177,4,6,4,verb," (v) to remain awake, or to keep on waking up, to be wakeful, or awake for most of the time; or (in exhorting persons who appear to be sleepy or uninterested) to wake up",24,538,0.96
3732,ʻaʻahi,177,6,6,3,verb," (v) to visit, pay a visit",26,551,1.00
3733,ʻaʻahu,177,6,6,3,verb," (v) to smart, sting (of the eyes)",24,534,1.00
3734,ʻaʻake,177,6,6,3,noun, (n) ark,29,535,0.90
3735,ʻaʻaku,177,6,6,3,pronoun," (pron) my, mine",24,571,0.96
3736,ʻaʻalo,177,6,6,3,verb," (v) to row, to paddle (a boat)",32,466,0.94
3737,ʻaʻana,178,6,6,3,pronoun," (pron) his, her or hers, its",23,552,1.00
3738,ʻaʻanu,178,6,6,3,verb, (v) to spit,24,550,1.00
3739,ʻaʻapa,178,6,6,3,verb," (v) to behave in a respectful, polite, or reverential way",26,542,0.96
3740,ʻāʻāsili,178,8,10,6,verb," (v) to be all the greater, all the more, much greater, much more",24,528,1.00
3741,‘aʻata,178,6,6,3,pronoun," (pron) my, mine",29,536,0.97
3742,‘aʻau,178,5,5,3,pronoun," (pron) your (thy), yours (thine)",24,754,0.79
3743,ʻea,178,3,3,2,noun, (n) heir,32,473,1.00
3744,ʻefi,178,4,4,2,verb, (v) to hold or carry under the arm,24,521,0.96
3745,ʻefihi,178,6,6,3,verb, (v) to push or squeeze in between two things which are already close together; to hold or grip or pick up between two things; to push or squeeze oneself in between two persons or things which are already close together,24,589,0.92
3746,ʻefihia,178,7,7,4,verb," (v) to be stuck, caught, jammed, or entangled",26,469,0.96
3747,‘efi‘efi,178,8,8,4,adjective/verb," (adj/v) (of a garment, etc.) too tight; constricted; crowded, crammed, full; (of a path) obstructed, full of obstructions",24,681,0.96
3748,‘ehē,178,4,5,3,verb," (v) to laugh loudly, to guffaw",29,525,0.97
3749,‘eho,178,4,4,2,verb, (v) to stink,24,512,1.00
3750,‘eiki,178,5,5,3,noun," (n) chief, man or woman of chiefly rank",32,691,0.97
3751,‘eikivaka,178,9,9,5,noun, (n) captain (of a vessel),24,576,1.00
3752,‘eka,178,4,4,2,noun, (n) acre,24,662,0.92
3753,‘eke,178,4,4,2,verb," (v) to inquire, inquire into or about, investigate; to claim, lay a claim to",26,516,1.00
3754,‘eku,178,4,4,2,pronoun," (pron) my, mine",24,542,1.00
3755,‘ela,178,4,4,2,verb," (v) to sit, stand or walk with the face turned upwards",29,475,0.97
3756,‘elefānite,178,10,11,6,noun, (n) elephant,24,561,0.88
3757,ʻelemēniti,178,10,11,6,noun, (n) element,24,639,0.96
3758,ʻēlia,178,5,6,4,noun, (n) area,24,633,0.92
3759,ʻelili-vao,178,9,9,5,noun, (n) snail,26,583,0.88
3760,ʻelito,178,6,6,3,noun," (n) core (of a boil); essence, heart, central or fundamental feature, kernel",24,488,1.00
3761,ʻelo,178,4,4,2,verb," (v) to stink, to be putrid",29,565,0.90
3762,ʻemalata,178,8,8,4,noun, (n) emerald,24,727,0.88
3763,ʻemau,178,5,5,3,pronoun," (pron) our, ours",32,592,0.91
3764,ʻēmeni,178,6,7,4,interjection, (interj) amen,24,531,0.92
3765,ʻemi,178,4,4,2,verb," (v) to wriggle or screw oneself about, to move or jerk this way and that, to fidget",24,511,0.96
3766,ʻemipaea,178,8,8,5,noun, (n) empire,26,492,0.96
3767,ʻemipola,178,8,8,4,noun, (n) emperor,24,587,1.00
3768,ʻemo,178,4,4,2,verb, (v) to lick,29,662,0.79
3769,ʻena,178,4,4,2,pronoun, (pron) their (dual),24,550,1.00
3770,ʻenau,178,5,5,3,pronoun, (pron) their (plural),32,477,0.94
3771,ʻene,178,4,4,2,pronoun," (pron) his, her",24,664,1.00
3772,ʻenisinia,178,9,9,5,noun," (n) engineer, mechanic",24,561,0.88
3773,ʻēpani,178,6,7,4,noun, (n) apron,26,635,0.77
3774,ʻEpeleli,178,8,8,4,noun, (n) April,24,555,1.00
3775,‘epikopō,178,8,9,5,noun, (n) bishop (Cath.),29,536,0.83
3776,‘epoki,178,6,6,3,noun, (n) epoch,24,521,0.96
3777,‘esei,178,5,5,3,noun," (n) essay, written composition",32,526,1.00
3778,‘esi,178,4,4,2,noun, (n) flat-topped artificial mound of earth,24,781,0.75
3779,‘esia,179,5,5,3,noun," (n) handle (of axe, spade, etc.); frame (of picture); holder (of pen); chassis (of car)",24,543,1.00
3780,‘Esia,179,5,5,3,noun, (n) Asia,26,498,1.00
3781,‘esi-afi,179,7,7,4,verb," (v) to fetch, get or procure fire",24,564,1.00
3782,‘esitimeti,179,10,10,5,noun, (n) estimate(s),29,554,0.90
3783,‘eta,179,4,4,2,pronoun, (pron) our (dual),24,659,0.83
3784,‘etau,179,5,5,3,pronoun, (pron) ours (plural),32,457,0.97
3785,‘ete,179,4,4,2,verb," (v) to walk on the toe, the heel, or the edge of the foot (as when one has a sore on another part of the sole)",24,531,0.92
3786,‘etita,179,6,6,3,noun, (n) editor,24,493,1.00
3787,‘eu,179,3,3,2,noun," (n) edge, extremity, corner; aspect, respect, detail, particular",26,598,0.88
3788,‘Eua,179,4,4,3,noun, (n) the largest of the islands near Tongatapu,24,496,1.00
3789,ʻEulope,179,7,7,4,noun, (n) Europe,29,476,1.00
3790,ʻeva,179,4,4,2,verb, (v) to go for a walk; to go away for a change; to pay attention to or visit a girl,24,625,0.92
3791,‘evangeliō,179,10,10,6,noun, (n) evangelist,32,584,0.91
3792,‘eva‘i,179,6,6,3,verb," (v) (of an unmarried girl) to be visited from time to time, to have attentions paid to her, by men or boys; (of a road or a place) to be frequented by people going for a walk or on holidays",23,483,0.96
3793,ʻeveʻeva,179,8,8,4,verb, (v) to go for a stroll; to go away for a rest or change; to hang round or pay attention to a girl; (of a unmarried girl) to have illicit sexual intercourse,24,485,1.00
3794,‘e‘ehi,179,6,6,3,verb," (v) to keep away from, to avoid unbecoming familiarity with, or out of respect or humility",26,497,0.96
3795,‘e‘epa,179,6,6,3,verb, (v) to lie face upwards (used only of a corpse),24,605,0.96
3796,‘i or “ia or ‘iate,179,2,2,1,preposition," (prep) at, on, in, than",29,574,0.97
